"","ENSG00000007306.15","ENSG00000016490.16","ENSG00000016602.9","ENSG00000073756.12","ENSG00000088340.17","ENSG00000091138.13","ENSG00000102878.17","ENSG00000103569.10","ENSG00000115386.6","ENSG00000122862.5","ENSG00000125538.12","ENSG00000132465.12","ENSG00000137634.10","ENSG00000140274.14","ENSG00000140279.13","ENSG00000143546.10","ENSG00000144820.8","ENSG00000149968.12","ENSG00000162747.12","ENSG00000162896.6","ENSG00000163735.7","ENSG00000166432.15","ENSG00000166670.10","ENSG00000169245.6","ENSG00000169429.11","ENSG00000171049.9","ENSG00000171051.9","ENSG00000172023.8","ENSG00000174992.8","ENSG00000179914.5","ENSG00000196611.5","ENSG00000198488.10","ENSG00000198788.9","ENSG00000204681.11","ENSG00000211592.8","ENSG00000211598.2","ENSG00000211666.2","ENSG00000211679.2","ENSG00000211890.4","ENSG00000211895.5","ENSG00000211899.10","ENSG00000211949.3","ENSG00000214021.16","ENSG00000224650.2","ENSG00000239951.1","ENSG00000243466.1","ENSG00000245532.9","ENSG00000251562.8","ENSG00000262406.3","ENSG00000275395.6"
"TCGA-DM-A1D8",5.02852645799479,4.86633980471167,4.9442440321711,6.67877470573279,7.17231088829536,4.99681613063042,10.3376267329666,4.46677046425764,6.68239215567165,8.39576465119901,6.17935749153191,6.77119300534298,3.99895275336974,3.94887602791312,4.8627476681292,4.74886056872522,3.99260481788368,7.5438391703992,4.21421457298586,15.97009367539,5.62686569673956,7.59154482684104,5.07875988138497,9.22171577928784,8.09778509235962,3.6888118169174,4.58468615034612,3.65139028804974,4.54012941240278,4.42035274803242,7.31994405986698,4.30014303752892,6.27839160531274,7.66287196902013,11.362995881804,6.38164201639078,5.50200584949425,7.13259934016735,6.03738795306101,9.33784096341219,6.53286258004175,5.37132046525599,9.73244977390382,4.8797528344799,7.24315528485445,6.05061281152925,12.7011720546911,12.3947830477546,6.59983648624573,11.5742120508661
"TCGA-QG-A5YW",14.0911238300537,14.5289758682081,10.7612309395333,7.33218455087581,11.2309923053768,13.3829659637856,9.56630193033923,6.249207647684,11.8758336460546,10.2698419706131,9.91526432542823,14.5040193831077,10.7672434673327,12.4020400639299,14.5705821093699,8.0319821661978,7.48392466726094,8.71686487409244,5.4719519530645,18.087160176182,7.68093948548695,6.37927481002628,7.83549932709668,9.0741201073641,9.99512026680556,5.42642061765535,6.42352358706905,8.12314229457555,10.0537597694967,9.14847531562533,9.39679943362107,9.63449559841505,13.1153318536827,10.5459270613006,16.4658874951774,12.331725835051,11.1581295312383,11.0634689308584,15.9781999275639,17.1933804560871,13.2542941707014,11.3504653576209,10.9022498642296,10.4564322293634,12.3484733450551,11.3290905780757,14.8022906458635,13.2055205433978,11.7853980100252,15.5805344001495
"TCGA-G4-6626",11.2538978332912,7.27370333032918,7.06502833854641,7.60929703027979,9.51112797698521,9.56261097419921,8.09973462410539,4.90606754524702,6.63413307598759,8.44704160457974,7.77646439490167,9.54363668366816,12.3358841824381,7.77282626426731,10.7508221804374,5.65370814577265,8.83243477303022,11.6827236232521,4.19868616611435,17.6941640847172,8.276066074906,5.2985479178655,5.49179375551399,8.16710930078843,10.47687355326,4.33290743267962,5.48905128725853,4.92063863460894,6.43790413822245,5.65239449794138,11.9566427084286,5.13584733893427,10.7091564067509,8.45217738340942,12.3070549383854,6.85441453113265,8.52269686276616,7.47016157988438,10.3658431666025,11.9808081768078,10.0281178718543,6.46491821936614,8.44712034590719,5.48420371881577,7.06501553954241,6.41579896272112,13.2990524809186,12.5077089227188,8.85546359005237,9.67478154848188
"TCGA-A6-3810",10.4601238236844,5.25571470505498,4.29738010207304,11.2888860445951,7.89537907972933,13.2950169795901,7.78505136540483,9.15409437705215,5.53763011855059,11.7300369550223,11.3696254521721,10.5128295174662,7.47412310466504,5.49294846705143,8.46787998831543,8.39344507629608,6.23148698169492,11.4766943736725,7.87694667208486,11.1848617999307,9.41219988939702,6.43530739760032,6.05372662982636,10.0679887498456,13.917070460868,7.61104638171367,8.23233125022569,3.86061903361343,3.73930003317873,4.47327521125351,12.6307646715242,3.71548919322446,5.7757125432321,9.59092551956307,14.9040021655918,10.9249071516733,9.17895983104866,9.50211287022461,10.630404080202,12.1752372335141,11.249014316839,10.8019854243484,7.85913322452948,9.36873265660986,11.3320989055221,11.0156726229751,15.0107232835967,16.5086217777789,12.0528131259475,7.91214111954494
"TCGA-CM-5868",8.77006360035822,10.5627551284078,4.0428102589041,5.34440934255937,8.87253139162486,7.11268307925326,8.50376282653959,6.7157215718417,7.98986304489421,9.67055162008334,6.14572211662165,9.87151105250736,9.7668400391096,6.13702678891951,9.73937382218963,6.36613638385199,5.4121825251529,8.45332452748339,4.33118699100798,15.5994243799772,6.4542600095481,7.6957519723058,5.62668919395972,8.73326029258742,9.13290254816335,4.50699753937359,5.55294294852449,6.34867814544971,4.48232238954222,9.85843675823105,9.88371557088094,5.02100933520316,9.94687784417558,9.08899051415726,15.353125472303,9.40601244428431,8.21357402630625,9.82676091602822,8.48668720069087,12.7943121208447,9.4478716813061,7.69413816679388,8.22788011223133,5.94180713441389,10.6515018531557,9.46426319635152,12.9766495507035,11.6257665995375,9.11613573461321,9.84510830298244
"TCGA-D5-6926",11.0810797540729,6.05147826514093,6.79796976476707,9.0546649650522,11.4123440382659,12.0674840959058,9.03346300822157,9.40904699347016,4.38793213894152,10.8207724327871,11.3110702096188,9.55709984788774,7.64571946707212,6.15305148355401,8.45436796777459,9.04839444010944,5.44890944354816,11.240985641197,6.75212763132569,6.70185583221205,10.1387027482079,6.33663014196787,5.85131437679548,10.5697386559213,12.765390749228,7.36052778992639,8.82717770025767,4.1195599520667,4.07830435976593,4.16648278746014,12.0801690939822,4.31522019764027,8.23280889758218,8.87096770634755,15.3354317239339,11.4255614141865,12.0662474634959,12.5831834245225,11.8514376142312,12.2599685558847,13.0259215027505,11.7987615181347,8.74990718683671,9.84785732133672,11.7916568176307,10.4573927392412,13.0252855844064,12.6610585760211,11.2831026035121,8.91617580268843
"TCGA-G4-6298",6.71880398594234,6.26319641065863,3.97341407365915,8.06216809652511,9.96562713893592,7.09151727541188,9.75589989915205,6.43972730427599,5.96659480254167,8.28873419250578,8.24778299763922,7.42170403023784,4.60341894788483,4.03698625443406,5.96299663096576,6.23826376542624,4.81491556158256,11.0131685169463,4.28195623808034,8.94219369390191,8.44929143865844,6.09442397645986,5.79305419178877,6.46472564330454,11.0344578555125,4.57816270263649,5.71628853483789,4.04962084369197,4.84375617858039,5.86471985473293,11.8592114913877,4.50165333604341,8.64052898354542,9.97420220280212,10.1530720636905,5.27791616599439,5.26176030984452,6.86698131490223,8.64646093293659,9.88483565236739,6.79913150792261,4.87482847621297,8.67057085253213,4.74734804921068,6.21192621486511,6.10659611129983,12.7193403175126,11.5440974285252,8.60570537005887,7.89945067547707
"TCGA-AZ-6608",11.4006390626842,4.22151588783548,4.12985805129519,6.06548245262,10.8890224924854,7.99389718624766,9.8053306255022,4.34819425464276,4.137826627132,7.33651352204841,7.29757153135849,9.03289713240512,5.30887094062093,9.93079005331914,13.0334320342387,5.05317468632025,6.80341205184065,9.05079813792134,4.58322106214258,16.6419217802993,5.86576787161917,6.78279906760993,7.70714835177235,6.40713051130525,9.3628815820955,4.3412887397419,4.73577114743217,3.66023757265986,4.8605748833032,3.85605152235337,9.38426693011045,4.09218670352174,9.5646258500525,8.02174482394333,10.9523771021107,6.43209356915309,6.53607804419196,7.5239002937554,10.1788973912529,11.265031248405,8.27309931880047,7.09859697431097,9.597478066339,4.75136505608309,6.70154106093854,5.80598343683932,13.1270188113695,12.1432267567319,9.29581436934813,7.8722744561295
"TCGA-G4-6294",8.80419258508793,6.27042770200624,4.9895680513832,7.33321180681917,6.67686105807226,10.5868529101143,8.97630819011903,4.18332958000354,6.14386417588546,9.51788772689554,7.4178544184074,9.28384456028075,6.92815747156941,6.44181479211001,8.91851786893146,4.4622022211377,6.25428274118448,9.84099792971074,4.28096359161749,9.36865731345646,5.92439826929021,10.3118246508022,6.27400068903045,6.21627794005985,9.75731054579963,3.96519694880511,5.18736853928957,4.91894952455523,5.47565100714808,4.91427403442014,9.22172784090022,4.16705798957337,8.37738203849318,7.55591152663202,11.5568869914674,6.48321086521184,5.21546863244431,7.37122827432034,10.225909844271,10.3665907306205,9.31056785061689,6.16323946235897,9.4060903650201,4.99332088887791,7.72796061020456,8.02951121754666,13.3696858019789,13.0142072638435,9.04089350641411,10.6681943635694
"TCGA-G4-6625",12.7991121062044,12.5747349358878,10.1713351577137,7.66135200668083,8.03803389416303,12.6765200467333,8.28316793966758,7.51137255150625,11.5472397076205,11.4852055092657,8.42008758784184,14.0634733180676,10.0932652790977,8.45283123723237,11.8535121781656,6.89802629625737,7.50773645496554,8.74156554471339,6.05939123410459,16.6729782100819,5.63185792998253,7.72598160359703,5.88592384517389,10.9904712362668,8.81940535370863,6.13775034226394,7.68852771050472,9.59317769290781,13.0877441418692,12.7902359584749,8.9794689520912,8.77491965183879,15.2633065352892,10.0315945718779,17.2260190640806,13.3997370813795,11.651056517598,11.8851847165595,15.1998840616163,16.937993369012,15.0802771009062,11.5141269647615,8.49960050595351,10.5706578474352,12.1447559459592,12.7971439773511,13.4030983114575,12.0563515556835,12.9190584229417,15.0166329386908
"TCGA-AA-3506",12.3058838571365,14.9931798986458,9.5704796332484,6.93065818239012,8.01530833940659,11.5407570156641,7.65437514994134,6.36727490395738,12.826846817634,10.2755596954229,9.31188092671446,14.2779674133346,9.75963480108708,11.828017311875,13.6109086872006,7.03556408367863,9.87369355376558,9.60921822718513,6.76720996140183,17.5903640800667,7.06526416024423,5.69052408590202,7.94484508918117,8.85866840973834,10.6389663964972,6.15820669463442,8.61747071714697,9.49009985106393,11.1571026725433,12.6834892562326,11.2042510954704,9.15316551385618,15.0602044799398,7.44468787706077,17.3223121261259,12.7865008628105,11.7999281259461,12.1572424912469,16.4112800533985,17.2062478179671,14.4364968881377,11.5131928395336,8.91880040063358,10.6736434538252,12.5028534798958,12.177251521542,12.2320766219567,11.8699421059615,11.19551234149,14.9060358470893
"TCGA-A6-2677",14.0910036020567,6.42514681971618,5.38941155017662,7.9630227111172,9.58773292875685,12.500847516595,7.55490161902889,5.71326877089299,6.11851282915632,9.01123622909555,8.40037394446707,9.64983364724212,11.1236244414598,6.9544891507968,9.64356751369433,4.81576632490563,5.27020604650074,6.7575142689673,4.95039689741868,16.5923877993907,7.95909527745361,5.64852214033902,5.3678639528415,6.54358930718926,9.86541079712034,5.07145814747194,6.07495766805876,3.20830128506033,6.83026927812161,3.60624904269351,7.09716836242033,3.98220168099697,6.39545601280023,7.41787671734202,11.293095982141,6.09108955534601,6.02271139730428,7.18511135026865,9.17657430786698,8.45933784533895,6.97043401819016,5.97075049442902,7.51617692311691,4.60072962107371,7.41266961133362,7.44016758865058,12.2784570653329,14.8615323423964,9.18758932653043,10.323240639955
"TCGA-G4-6321",16.2486191347282,11.9276923297734,16.0716685238139,6.23586009699603,8.98009589845311,15.6042209902565,7.24609249176733,5.01213675123079,10.3244737506234,10.4436216006957,11.0210352225633,13.9664033126271,11.0492144418208,12.5739726669625,15.7025555487033,6.64833518326455,10.7897346164326,6.67390921888144,5.97042497801437,18.5813349517443,4.56476970111152,6.01697156196941,6.2409927291644,6.62084939345832,8.19112027161533,5.18156376576724,6.54936672119928,5.87565603623113,12.9719951527979,10.1863376473803,9.36129378570351,10.1490193643149,20.3158399194283,7.03350830420893,15.3612718708526,10.5354192656246,10.1688843375146,11.2680910325449,14.83581598405,15.7974984754309,13.4699342267482,10.05257105482,7.49184561777271,8.85682183910988,11.1154320050817,10.6153033304489,13.3845896627414,11.520908984107,9.55669658776283,17.7925231464531
"TCGA-AZ-4681",11.8824238110298,13.5560349464621,8.56418236457624,4.06375112604636,11.8339684863531,13.8983758390637,7.60902660329958,4.49604463981188,10.9481578352376,8.26217933245616,4.90621422784487,9.54041066464978,11.9900645558328,8.30311947199757,10.8245571939298,5.89069087962077,5.46273582892201,6.97136409531166,4.79940220879139,18.199585826741,5.25547678765404,4.49614660976983,4.04320946661799,7.07750484565732,6.17439892838592,4.30326728457883,6.1257778713406,7.8623091276775,11.5815857051791,10.968508998406,6.85396814171348,7.03495131998794,12.9003643601334,6.00246702870235,13.0365056933221,8.36688933064636,6.43048580850232,8.32440476659372,10.8272738863409,12.8882009342627,10.7097455337129,5.29581836060693,7.2073426732926,5.63659196157168,7.28083623757651,7.27851200462188,9.73689133184768,11.2496678683668,6.6078421904888,14.3735449711699
"TCGA-AZ-4313",8.94431275073893,11.0495967049336,4.47575227613427,6.58689178912928,7.09752515252524,7.7893726474609,8.62059637424361,5.28977945722765,16.007232881874,9.314629325029,8.54784053632968,8.18563935059232,10.1506429589421,10.5675164542904,11.957668413321,6.97400062984949,6.25623652197818,10.0578475621617,6.07219882176699,15.9940064251167,6.47302267236869,4.47963466126684,6.09878266907164,8.93399661877675,11.5324711568796,4.69155803013177,6.70584741266207,13.7779825638057,8.14604746343222,12.0961433744804,11.7515725870963,9.77384324434475,17.613184747073,7.9887231742761,11.919515854583,7.12323642798291,6.62569871043785,8.65011839886435,9.73450494055124,11.3325597821954,9.1074950412335,6.19743858952254,7.1757469300265,5.29875001674294,6.12234178354202,7.98556318865191,11.1504969015928,11.5629748125293,8.52120254942302,12.9493213150952
"TCGA-CM-4750",13.0055632413017,8.47656583485377,6.68099832375067,5.73551832449487,11.2629265129847,11.930872585585,8.08491734318767,5.5304865122128,5.73624550086204,9.19868224299255,6.2354042631893,12.1184693495914,7.09812092621996,11.7914911322918,12.4715551578801,5.67921160162402,9.5346415410398,9.34198268993756,5.20277013002843,13.6544872548,7.91788711667776,4.96196071042554,5.06273977145666,9.04843226208615,8.63021944525536,3.39083381577498,6.07814451991843,4.11371143631303,6.1763565257786,9.10703953312859,10.5911541390073,4.8137211513772,10.3916768192301,7.29796347570256,16.5774715621981,10.4929893885506,10.5308601127189,10.0437268982663,13.3198406611271,15.4971266818519,13.1915396488497,9.98213060257559,7.28369291642776,8.89119077738804,10.9469444695553,13.1695071483304,12.7370006516393,12.4339119519389,8.61118311423068,10.0671265084139
"TCGA-DM-A28A",6.85035275724922,5.46950504250588,5.08866068573973,5.85712468106448,8.79295672703685,9.23946748051642,9.39281542245966,6.89681214321604,6.72621916614337,9.18114991026801,6.45834013286392,8.75223637325583,4.45257125856007,5.55474909419357,7.80293337359716,6.40953223476369,6.09046541699584,8.73893426579751,4.46552245451925,11.5371931475451,5.73547601406018,6.98822033682291,5.89905584598249,9.81549419920315,9.64630704146378,4.79436347084243,6.61743828615661,7.18168984234784,4.81247516351731,4.92619773256213,9.35687124952538,4.45616021905669,8.33869699812966,10.0435448817892,13.5069056557525,7.63969840054105,8.02692117964161,7.69043734359611,9.28238803884083,11.5255392509637,8.71108150235134,8.92147643399619,8.94441677270676,5.47632064275056,9.30802511541421,8.64042322942381,12.7984065121605,12.5000669483191,11.0089867113401,7.76548187470819
"TCGA-3L-AA1B",8.7018503425906,11.08076305552,4.97613148368976,6.90077983192888,8.56143403311598,8.12998996806456,8.83185230703776,5.6388031115162,8.91984709440079,9.73868164860606,7.33553243297664,11.8102666073407,6.89375610809659,6.64564978379509,9.78376341377425,6.18818423210095,6.08124060585962,7.86055515842249,5.40254929487015,14.9448001477303,5.27177168857645,7.96309724697148,5.65561718809131,6.91080739579333,8.60601804276938,4.66756291209475,6.19550836216812,5.30422218222638,7.98206019051588,10.3865312549976,8.31021810851746,8.00669082640106,13.4164476750331,9.47358779994893,15.3829564464197,11.0595189753216,9.58183611731875,10.2062597072843,12.9116215643176,13.5059752334713,11.066611047339,9.76120014865767,9.3959154334345,8.52420130844935,10.9741834567976,11.138568468806,12.9116308005797,12.5482814786036,9.48410633002479,14.1689219102771
"TCGA-DM-A0XF",7.32349182283827,5.58853560452055,4.56430488399026,6.78023900121922,11.8070457361817,9.09295529125133,9.139930954971,6.18602194530319,3.99240918886216,9.69029880511007,6.81389494978391,7.32665917473058,7.08966273494648,4.79592323627644,6.69701373196208,6.5331958081603,7.34603280629528,8.90419008374167,5.07284025586219,11.9582752522543,5.25036105101404,6.18286892054885,4.88225154888619,9.27819446212086,8.83248884970203,4.76159302219185,6.43898783855005,3.65139028804974,6.68417962969509,5.70355117461791,9.0352923315492,4.15524232416463,5.65180367203468,7.22198925857403,11.3865203592623,6.23154537293572,6.61272513624124,6.49838690559577,6.54501064621472,7.66308941532023,8.80985659344081,6.08405013363325,8.49103359855995,5.5115818728712,6.81468911342037,5.78756458113055,12.6235751623512,11.2667771209242,9.34718003477375,7.34781760365296
"TCGA-AD-6895",5.24802447453157,4.61494249963153,7.40040007421671,7.43735348127006,6.45133695067131,5.39236469283776,7.61082152576918,6.02713343647496,4.49627634455418,10.4475200929168,8.53681098328653,8.33926268950537,4.95364800157545,10.2048740231374,11.3565210380902,7.01044074709972,6.53493607769925,9.74823783563873,5.55710358143632,15.3121205706479,7.60156643898015,5.7146028664081,6.99845541210113,10.7521360203313,11.4457940696624,5.39075655982791,7.77931956596006,3.79030212630645,4.67978319134327,4.2684038055257,11.6509299351965,8.50018902984146,14.1557167889389,9.05220000172256,10.979018530733,7.08809453016714,7.76223850220657,7.71988553166984,8.6589915508713,11.0738869447226,10.6870667842895,5.66318389462293,8.56852866718731,6.67456071664325,7.01934134879867,5.99079988519072,14.2214194375508,12.5229267933457,8.38024213370697,15.6312114042059
"TCGA-A6-6782",12.5724197779217,8.94222632222029,4.85617527737802,9.17884528033377,10.0754972605457,13.5282318224789,8.29505429125506,7.62291650691016,4.98988999623206,10.7038763791662,9.1850148741393,11.8254384141965,8.25322273708661,5.08092805623955,7.82356972496317,8.04888059756846,4.98108558269351,8.17343786087627,5.75881167510855,14.1490265831734,7.52792255920188,7.72884771757492,5.80040041217333,8.99916313246378,10.0879738280152,6.00738633999465,8.1386885491966,4.10963699702316,5.18267860343808,8.56706379120616,8.61028686416155,5.05955816643763,8.87170052616778,8.34564653335134,17.0031012098892,12.1489543220812,10.0235625599803,10.3039606277174,10.658940022916,14.6558158856622,12.538316455963,10.8059354209908,9.15046350709017,8.22301189038545,12.947823573458,9.72588550581407,12.7963734434788,12.3466910812649,7.93512423657538,10.1301071700681
